Country,ISO Country code,Continent,Ease of doing business score (0 = lowest performance to 100 = best performance),Economic Growth,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GDP (current US$),GDP growth(annual %),GDP per capita (current US$),GINI index,GNI (current US$),GNI per capita (current LCU),"Government expenditure on education, total (% of government expenditure)","Inflation, GDP deflator (annual %)",Merchandise trade (% of GDP),"Net trade in goods (BoP, current US$)",Rural population (% of total population),Start-up procedures to register a business (number),Tax payments (number),Tax revenue (% of GDP),Trade (% of GDP),"Unemployment, total (% of total labor force) (modeled ILO estimate)",CO2 emissions (metric tons per capita),Electric power consumption (kWh per capita),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",Population density (people per sq. km of land area),Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Renewable internal freshwater resources per capita (cubic meters),"Renewable internal freshwater resources, total (billion cubic meters)",share of electricity from renewables generation,Surface Area (Km2),Total greenhouse gas emissions (% change from 1990),Adults (ages 15-49) newly infected with HIV,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by injury (% of total)","Cause of death, by non-communicable diseases (% of total)","Death rate, crude (per 1,000 people)",health expenditure % of GDP,health expenditure per person,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","Incidence of HIV, all (per 1,000 uninfected population)","Incidence of tuberculosis (per 100,000 people)",Infant Mortality,"Life expectancy at birth, total (years)","Maternal Mortality Per 100,000 Live Births","Mortality caused by road traffic injury (per 100,000 population)","Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)","Mortality rate, adult, female (per 1,000 female adults)","Mortality rate, adult, male (per 1,000 male adults)","Mortality rate, infant (per 1,000 live births)","Mortality rate, under-5 (per 1,000 live births)",Population,"Prevalence of HIV, total (% of population ages 15-49)",Prevalence of severe food insecurity in the population (%),Prevalence of undernourishment (% of population),"Tuberculosis case detection rate (%, all forms)",Tuberculosis treatment success rate (% of new cases),Young people (ages 15-24) newly infected with HIV,% of primary school aged kids out of school,% of seats held by women in national parliaments,Access to electricity (% of population),Education as % of GDP,Happy Planet Index,Human capital index (HCI) (scale 0-1),Human Development Index,"School enrollment, secondary (% gross)",Sustainable Economic Development Assessment (SEDA),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Women Business and the Law Index Score (scale 1-100),Civil Liberties Score,Control Of Corruption,Domestic general government health expenditure (% of GDP),Financial Freedom Score,Government Effectiveness,Government Expenditure (% of GDP),Government Integrity Score,Judicial Effectiveness Score,Military expenditure (% of GDP),Military expenditure (% of general government expenditure),Military Spending as % of GDP,Overall Economic Freedom Score,Political Rights Score,Political Stability & Absence Of Violence,Regulatory Quality,Rule Of Law,UHC service coverage index,tsneEco_X,tsneEco_Y,EconomicsIndex,EconomicsClass,tsneEnv_X,tsneEnv_Y,EnvironmentIndex,EnvironmentClass,tsneHel_X,tsneHel_Y,HealthIndex,HealthClass,tsneHum_X,tsneHum_Y,HumanIndex,HumanClass,tsnePol_X,tsnePol_Y,PoliticsIndex,PoliticsClass,tsneSus_X,tsneSus_Y,SustainabilityIndex,SustainabilityClass
Nicaragua,NIC,North America,54.38673,10.34,"59.73400116",14013022092,10.34,2045.535402,47.1,13114322092,67329.55684,"23.95000076","3.328088635",116.4702367,"-927900000",40.723,7,43,15.69941645,89.39974044,"5.956999779",0.786323459,562.2776901,"17.61418045","99.90269513",52.54690496,50.05459707,50.71,23441.14369,"156.21",0.6,130370,59.04010138,500,"9.45054217","8.909562172","81.63989588","5.703",4.63,160.8,"0.14","0.08","45",3.6,"71.795","98","16.9","55.7","2.2","114.295","216.975","13.8","16",6850540,"0.3",,18.6,"60",86,500,,51,88.90737915,4.63,55.2,0.508098245,0.667,,43.5,"5.18",86.25,18,-1.24,5.11949444,50,-0.9,25.8,19,19.5,0.603581622,1.913772523,0.006,54.8,5,-0.47,-0.8,-1.356,70,-3.421056,1.1433713,0.130586679,Low,2.7046163,1.3037468,0.142698233,High,-2.3018641,-1.7173038,0.49597267,High,-3.4450123,1.7839366,0.56825457,High,-1.9361836,1.9224348,0.231268253,Low,0.5593031,-0.14232123,0.313756081,High
Niger,NER,Africa,56.75932,1.35,"72.38600159",14915001427,1.35,590.6294548,34,15188307693,333523.7642,"13.01280975","3.118640663",26.49681275,"-1350853242",83.249,4,41,,36.06190564,"0.750999987",0.091710278,50.84654595,"94.05381768","100",19.93111444,0.753295669,80.83,149.2957952,"3.5",0.041,1267000,65.39843902,1000,"59.17361433","10.47224286","30.3541426","8.281",3.84,31.4,"0.06","0.04","79",72.2,"61.451","509","25.5","251.8","70.8","226.218","269.44","45.6","77.5",25252722,"0.2",,,"64",84,200,41.03,26,19.25190926,3.84,41.4,0.315685183,0.4,,,"0.67",56.875,28,-0.55,2.02315378,40,-0.6,30.1,32.5,35.9,1.841671602,5.50796044,0.0184,54.9,23,-1.62,-0.7,-0.405,37,-6.413868,1.8790281,0.089841594,Low,-6.377507,-3.5034816,0.012343996,Low,0.5972745,5.1030006,0.322350904,Low,-4.841797,-6.0277257,0.006302219,Low,-1.9830589,-0.5467875,0.313244358,Low,6.2936707,-1.8136736,0.148816614,Low
Nigeria,NGA,Africa,56.87589,3.65,"48.53499985",4.41E+11,3.65,2065.749068,48.8,4.24E+11,793363.9243,"5.854969978","10.13103369",22.42864509,"-16401761979",47.254,8,48,,16.3521874,"9.788000107",0.567031243,142.1292221,"71.79817438","100",231.0113156,18.19512506,81.4,1087.039434,"221",0.21,923770,84.35868592,45000,"65.20789105","7.660399432","27.13170983","12.997",,71.5,"0.44","0.34","219",13.8,"52.887","917","20.7","307.4","68.6","357.014","377.226","72.2","113.8",213401323,"1.3",19.1,12.7,"44",90,18000,,4,55.40000153,,34.1,0.360609829,0.535,,26.5,"10.84",63.125,23,-1.07,0.48264918,40,-1,11,22.7,33.8,0.970249204,7.323454003,0.0097,54.4,20,-1.78,-0.9,-0.856,44,-5.334573,-1.2524915,0.133382616,Low,-6.2582326,-3.2207315,0.034437494,Low,0.7087705,5.9750953,0.063006187,Low,-1.5518483,-6.1346245,0.008529686,Low,-2.6222935,-0.32866254,0.079279953,Low,6.473341,-1.4789237,0.063727187,Low
North Macedonia,MKD,Europe,80.74807,3.96,"44.29199982",13825049832,3.96,6694.641126,33.7,13208529986,333296.1687,,"3.535646066",141.56911,"-2060197288",41.214,6,7,17.57493632,128.2412581,"16.20299911",3.996737213,3513.954972,"29.72694451","100",80.32252042,35.93694651,16.32,2600.286802,"5.4",0.286,25710,-9.325880652,,"1.283610995","2.584518334","96.13187058","12.4",6.3,436.9,,,"11",,"75.69317073",,"5.1","82.2","0.1","60.742","110.334","5.2","5.9",2065092,,6,3.3,"61",84,,3.53,,100,,43.9,0.557349205,,"79.59648895",52.5,"6.16",85,39,-0.35,4.27757454,60,-0.1,31.5,38.7,50.2,1.541042517,4.336363957,0.0154,65.7,28,0.12,0.4,-0.076,68,1.8303595,-2.4435623,0.132103668,Low,0.3859096,-3.5203867,0.018980351,Low,-6.235926,-3.1407216,0.262957012,Low,-0.9266063,1.8196524,0.560668067,High,3.0278323,0.040801093,0.429648584,High,-2.7596707,-2.2804236,0.280871536,Low
Norway,NOR,Europe,82.62729,3.92,"62.86999893",4.82E+11,3.92,89154.27609,26.8,5.03E+11,799367.4561,"15.6655302","16.91134998",53.48059892,"-130630575.4",16.677,4,5,23.46239343,65.33047893,"4.985000134",6.722269985,22999.9346,"6.956519803","2.0438378",8.66025406,97.70987062,62.37,71429.96049,"382",0.99,624499,-5.824210724,100,"7.679579779","5.598290451","86.72212993","7.5",7.64,8007.4,"0.02","0.01","2.9",23.6,"83.2097561","2","2.1","8.6","0.2","37.226","59.917","1.8","2.2",5408320,"0.1",1,2.5,"89",89,100,0.01,45,100,,50.9,0.771051168,0.961,"118.9713135",85.3,"7.41",96.875,60,2.14,9.02942657,60,1.8,48.6,96,97.3,1.841355249,3.621484468,0.0184,76.9,40,1.1,1.6,1.95,86,4.5220404,0.17942174,0.220891015,High,4.7831216,-1.1280613,0.345248577,High,-7.0357447,-6.7406764,0.608957454,High,0.19161907,8.138918,0.761373788,High,8.932685,-1.6988113,0.664296791,High,-7.314226,-2.7312448,0.520153525,High
Oman,OMN,Asia,69.98474,-3.2,"66.10199738",88191977373,-3.2,19509.46646,,82199779714,6991.708453,"12.42101955","12.69571522",85.70620849,"7638132053",12.956,4,15,,91.8757004,"3.121999979",16.51832088,6474.500202,"41.11523827","100",14.60572213,0,0,304.1647982,"1.4",0,309500,75.92780819,200,"9.764623651","10.4455851","79.7897919","3.025",5.41,624.7,"0.1","0.05","5.9",35.3,"74.757","19","10.6","53.9","0.1","72.522","102.505","9.5","11",4520471,"0.1",,9.8,"87",56,100,1.63,2,100,5.41,,0.608116269,0.816,"107.0535812",62.1,"0.78",38.75,18,0.09,3.51993251,60,-0.1,50,53.3,27.1,7.344383766,20.55647994,0.0734,56.6,6,0.51,0.3,0.406,69,2.372707,1.5057453,0.135396514,Low,-2.5523326,-7.796641,0.000202801,Low,-2.5204468,-4.1488223,0.548762556,High,1.1824883,-0.83909696,0.420179688,Low,-0.22715901,-3.7808912,0.519739123,High,-3.6495385,0.9926818,0.324856137,High
Pakistan,PAK,Asia,60.95491,6.03,"47.93700027",3.48E+11,6.03,1505.010193,30.7,3.44E+11,238072.9572,"11.59167957","10.21467665",28.95344375,"-22172000000",62.56,10,34,,26.71628046,"4.352000237",0.853451601,419.6845943,"58.28241877","100",290.6696608,31.43034972,43.36,246.3128313,"55",0.338,796100,114.275183,,"33.14795923","6.996173585","59.85586752","7.06",2.51,39.5,,,"264",12.3,"66.269","140","13","173.6","19.6","140.36","215.472","54.2","65.2",231402117,"0.2",8.7,16.9,"55",94,,,20,75.37969208,2.51,45.1,0.406070024,0.544,,27.9,"0.34",55.625,22,-0.79,1.08106327,40,-0.4,19.8,27.4,28.5,3.833274095,17.81851083,0.0383,48.8,15,-1.67,-0.7,-0.637,45,-4.7554274,-0.35979024,0.149257117,High,-2.6035993,-1.4256451,0.028932565,Low,-0.59278953,2.0293496,0.444505658,Low,-3.219568,-3.8658912,0.330881489,Low,-3.172834,-0.8254294,0.319723391,Low,3.4316595,-1.3565623,0.254660044,Low
Panama,PAN,North America,66.56045,15.34,"53.98400116",63605100000,15.34,14617.60448,50.7,59261300000,13619.32053,"10.09027004","2.168916068",53.07278819,"-2818760160",31.225,5,36,9.943571149,74.0772366,"12.0880003",3.151777743,2070.822489,"11.40005433","71.63674766",57.77040627,65.32634033,18.91,32273.82569,"136.6",0.665,75320,138.4458118,,"13.36727042","8.772740384","77.85999056","5.747",3.91,1192.8,,,"42",10,"76.657","52","13.9","25.8","1.9","82.87","156.037","12.3","14.3",4351267,,,5.8,"80",79,,10.51,23,96.70463562,3.91,57.9,0.501601994,0.805,,54.5,"7.98",79.375,48,-0.57,5.01409578,70,0.2,23.1,38,50.7,,,,65.4,35,0.29,0.2,-0.247,77,-1.3826941,1.0199261,0.132405528,Low,1.2677035,0.3708437,0.218574984,High,-3.2335913,-3.2949939,0.54261561,High,-2.0056388,2.4097767,0.53616456,High,3.7811408,-0.24641286,0.449348888,High,-1.5912852,-0.28626984,0.375821914,High
Papua New Guinea,PNG,Oceania,59.77357,1.5,"45.91199875",26594305746,1.5,2672.94579,50.9,25499665356,8992.792838,"7.823194504","12.74919107",50.60105772,,86.544,6,45,13.19302875,,"2.752000093",0.794342263,,"12.29441826","99.99516574",21.49649339,34.53065134,53.09,83940.39038,"801",0.208,462840,-62.42058704,2900,"30.27202678","7.373440713","62.35453338","6.402",1.87,65.1,"0.64","0.43","424",3.7,"65.787","145","12.6","152","16.3","174.209","267.834","35.2","43.9",9949437,"0.9",,21.6,"68",74,1000,,0,60.40000153,,,0.429185003,0.558,,,"1.39",60,39,-0.76,1.32699835,30,-0.9,24.5,26.2,44.2,0.375261409,1.557017544,0.0038,54.6,23,-0.58,-0.8,-0.74,33,-6.098635,-0.7937939,0.0352261,Low,1.7649729,-3.4588785,0.11709871,High,-0.74017876,2.1386788,0.412423677,Low,-3.0997539,-4.4560437,0.058617909,Low,-1.1428523,-1.0060755,0.220138985,Low,4.213656,-1.5445592,0.168701076,Low
Paraguay,PRY,South America,59.05401,4.2,"66.89499664",39495431574,4.2,5891.499965,51.7,38349497671,38752017.58,"11.94795036","7.123506029",61.03743911,"1243762869",37.504,7,19,10.07505858,63.09465043,"7.205999851",1.257269119,1682.066869,"11.90908085","99.05830825",16.48129327,99.99820608,60.09,17917.23341,"117",1,406752,-20.34909479,1000,"13.95406885","11.10759498","74.93833689","5.916",3.3,388.4,"0.2","0.13","48",14.2,"73.182","129","22","57.5","1.5","117.991","198.785","16.2","18.9",6703799,"0.3",5.6,8.7,"85",68,500,,16,100,3.3,47.6,0.528180063,0.717,,46.2,"7.58",94.375,37,-1.01,3.29943347,60,-0.6,24.4,29.5,37.9,0.973959842,4.163039922,0.0097,62.9,28,0,-0.2,-0.557,61,-2.3388424,1.575858,0.176788383,High,1.7282994,3.654838,0.189343694,High,-2.2662303,-2.691052,0.51183285,High,-1.0551509,1.9444238,0.495484639,High,1.1132613,-0.067404926,0.34049514,Low,-0.27804783,0.44385976,0.342788941,High
Peru,PER,South America,68.69658,13.35,"70.31400299",2.23E+11,13.35,6621.574336,45.3,2.07E+11,23882.50783,"17.76287079","8.422193115",49.41287718,"8196405637",21.5,8,8,14.28637004,43.53000756,"4.833000183",1.728872515,1334.192046,"24.78672805","99.96292629",26.23322933,52.73051336,27.12,49992.59555,"1641",0.616,1285220,25.63265778,4900,"17.537581","9.876336256","72.58608494","7.327",4.25,370.1,"0.29","0.17","130",20.9,"73.665","88","13.6","63.9","1.3","103.416","184.307","10","12.8",33715471,"0.4",20.5,8.3,"59",85,1000,,40,99.31181335,4.25,55.9,0.605192661,0.762,"110.5849228",49.3,"6.38",95,42,-0.63,3.27981329,60,-0.3,21.9,39.7,49.7,1.115156486,4.491815759,0.0112,66.5,30,-0.41,0.1,-0.516,78,-0.55893457,2.1759474,0.152478215,High,1.9635249,0.09376938,0.190632725,High,-2.3255684,-1.745002,0.54857245,High,-2.5505958,3.2723665,0.630191845,High,2.5240524,-0.027185714,0.382501518,High,-1.0282269,-0.3345581,0.380875351,High
Philippines,PHL,Asia,62.82943,5.7,"54.6609993",3.94E+11,5.7,3460.530963,44.4,4.08E+11,176540.036,"18.14093018","2.293436284",50.49755572,"-33775273827",52.316,14,13,14.04753328,58.1695603,"2.405999899",1.3174392,690.7659626,"18.06979891","96.37065877",379.6010933,25.41346632,26.73,4339.522658,"479",0.218,300000,73.62544001,21000,"24.28166467","5.96919014","69.74914436","5.566",3.88,142.1,"0.36","0.19","650",15.7,"72.119","121","12","185.2","4.2","108.591","153.067","20.9","26.4",113880328,"0.2",4.8,5.2,"43",76,10000,3.56,28,96.84238434,3.88,57.1,0.515962124,0.699,"91.98799896",44.5,"6.86",78.75,30,-0.51,1.65507495,60,0.1,18.9,34.7,25.6,1.037847464,3.822429671,0.0104,61.1,25,-0.93,0.1,-0.642,55,-3.286492,1.8230984,0.17501594,High,-0.047327865,-4.040403,0.162892329,High,-2.125231,1.5431195,0.243908437,Low,-2.249627,1.7735212,0.535289599,High,-0.081391454,0.32848218,0.310496341,Low,1.1831868,-2.9273012,0.285520529,Low
Poland,POL,Europe,76.38122,5.73,"55.0890007",6.79E+11,5.73,17999.90995,30.8,6.47E+11,66243.88126,"11.99291039","5.052506002",99.52964057,"14379000000",39.925,5,7,17.35518263,100.3242114,"3.368000031",7.773641839,3971.799761,"20.87782222","99.96611573",120.7096799,13.80239867,12.18,1411.809019,"53.6",0.204,312710,-12.53315509,,"5.852220822","4.240882282","89.90689765","12.6",4.62,1014,,,"10",52.4,"76.6","2","9.4","37.9","0.1",,,"3.7","4.4",37747124,,0.9,2.5,"87",,,1.14,28,100,,45,0.753088593,0.876,"115.2443924",67.7,"11.71",93.75,47,0.57,4.60206556,70,0.3,41.7,60.6,54.7,2.120414382,4.626253845,0.0212,68.7,34,0.51,0.8,0.445,74,1.9133244,-1.3085041,0.193253942,High,-1.1892515,-4.5450835,0.067672483,Low,-7.656084,-4.3794837,0.56219211,High,0.57679003,6.239956,0.60423287,High,5.437485,-0.42843118,0.531321884,High,-4.0547996,-3.026689,0.391734658,High
Portugal,PRT,Europe,76.46616,4.88,"53.97900009",2.54E+11,4.88,24567.50927,33.9,2.51E+11,20520.25516,"10.90674973","1.398791778",68.15889643,"-14236118402",33.151,6,8,22.65334671,76.23748846,"6.646999836",4.339768426,4662.6008,"8.160752248","16.00835663",111.9499837,47.52637429,28.19,3694.247367,"38",0.616,92230,24.55389348,1000,"8.517003445","4.793715793","86.68927794","12",4.68,2221.4,"0.14","0.07","16",16.2,"80.97560976","8","8.2","9.8","0.2","44.215","102.581","2.7","3.3",10325147,"0.5",3.2,2.5,"89",73,200,0.36,40,100,,46.3,0.768949568,0.866,"119.7358932",70.8,"12.03",100,56,0.77,5.80534792,60,1,48.4,67.8,92.1,2.072757362,4.0322894,0.0207,70.8,39,0.95,0.7,1.133,84,1.9577281,-0.49317014,0.163086246,High,3.8602219,-2.1169322,0.170736973,High,-6.3025117,-4.8743396,0.583196643,High,0.47909868,7.0687222,0.641319095,High,7.248783,-1.1377647,0.594637231,High,-5.991216,-2.7253804,0.430595238,High
Qatar,QAT,Asia,68.66573,1.52,"87.0719986",1.80E+11,1.52,66838.35743,,1.77E+11,239550.5047,"8.636489868","22.47217633",64.10829668,"27137087912",0.722,8,4,,90.01909489,"0.257999986",32.76177492,16415.25154,"91.18732793","100",233.9630113,0,0.04,19.94845462,"0.056",0,11490,369.3459583,100,"4.950485728","18.15950523","76.89000924","1.219",3.23,1807.2,"0.13","0.07","42",5.6,"79.099","9","7.3","47.4","0.1","44.598","55.473","4.9","5.8",2688235,"0.2",,,"87",77,100,1.92,4,100,3.23,24.3,0.637771606,0.855,,70.8,"1.59",29.375,18,0.81,2.11784458,60,1.1,36.4,60,38.8,4.806811416,21.71038755,0.0481,67.7,7,0.96,0.9,0.928,74,2.7181194,2.2525063,0.164229375,High,-3.2813568,-8.674777,5.17E-05,Low,-4.668169,-0.50252,0.522498557,High,1.5281769,-0.8024055,0.067279062,Low,0.38443294,-3.6321924,0.533505363,High,-3.8457735,1.0371652,0.257512819,Low
Romania,ROU,Europe,73.3332,5.88,"49.5",2.84E+11,5.88,14858.22943,27.3,2.79E+11,60772.13022,"10.59846973","5.416597808",71.672268,"-21675913873",45.671,6,14,14.38335468,78.05911338,"5.169000149",3.817434477,2584.411787,"14.61134019","98.01746488",80.20083893,39.7469737,23.54,2187.733331,"42.38",0.477,238400,-50.75924056,1000,"5.327697619","3.635158809","91.03714616","15.4",3.34,738.6,"0.08","0.04","45",4.4,"74.35365854","19","10.3","59.3","0.4","60.933","164.649","5.6","6.9",19119880,"0.2",3.7,2.5,"87",82,100,12.68,19,100,,46.2,0.584187865,0.821,"87.1029892",60,"11.74",90.625,48,-0.04,4.60361433,50,-0.1,33.2,45.4,64.8,1.95392292,5.277008121,0.0195,67.1,35,0.53,0.3,0.408,71,1.1018862,-1.367936,0.172265602,High,0.93391675,-1.2812164,0.111071657,High,-6.865403,-3.506314,0.516475495,High,0.063802555,4.1569953,0.491309947,High,4.473656,-0.46810102,0.486736429,High,-3.6357327,-2.470883,0.355571826,High
Russia,RUS,Asia,78.16284,4.82,"58.30199814",1.78E+12,4.82,12194.77734,41.2,1.74E+12,876476.8125,"9.285696983","16.46716058",44.85168612,"93440960000",25.066,4,9,11.4687676,46.03086561,"5.010000229",11.79720293,6602.657479,"16.16022381","91.609329",8.38970573,15.85579515,3.22,29860.20114,"4312",0.197,17098250,-21.98874131,,"3.903452971","6.791217235","89.30532989","14.6",4.68,653.4,,,"47",30.3,"71.33878049","17","12","49.4","0.1",,,"4.4","5.4",143449286,,0,2.5,"83",62,,0.07,16,100,,34.9,0.681419611,0.822,,57,"11.19",73.125,14,-0.9,3.45416021,30,-0.2,35.3,29.7,34.7,4.080066196,10.79469726,0.0408,56.1,5,-0.65,-0.5,-0.87,75,1.8596157,1.1049725,0.208698105,High,1.2261645,-6.9853888,0.244498956,High,-7.291678,-2.8217735,0.570309737,High,0.71991646,4.1225653,0.492950208,High,-2.281486,3.2450786,0.367105768,Low,-2.1730523,0.6517695,0.376712555,High
Rwanda,RWA,Africa,76.48282,10.88,"81.04299927",11070356519,10.88,822.3479886,50.4,10844261645,796389.4812,"10.99814987","2.742318867",39.97161241,"-1650271138",82.432,5,9,14.24300757,55.13399077,"1.606999993",0.103622683,,"43.21021716","100",511.081549,56.88782816,77.86,740.1620004,"9.5",0.48,26340,105.7202783,3200,"38.18091588","11.42639432","50.39268806","5.998",3.82,51.4,"0.52","0.34","56",31.8,"66.774","248","29.4","121.4","19.3","182.744","270.464","30.3","40.5",13461888,"2.3",,35.8,"69",89,1000,6.34,61,46.59999847,3.82,39.2,0.379552752,0.534,,38,"8.95",83.75,14,0.6,2.56083989,40,0.3,27.2,54.7,26.6,1.545324421,5.271349341,0.0155,57.1,8,0.17,0.1,0.201,54,-6.3139896,3.00032,0.094866492,Low,4.0641403,2.425054,0.023900596,Low,1.0484035,2.7864811,0.408509411,Low,-1.3155669,-7.122749,0.380668523,Low,-0.41644958,2.4166327,0.353181224,Low,4.8710337,0.7840505,0.252225249,Low
Saudi Arabia,SAU,Asia,70.87175,3.24,"56.06200027",8.34E+11,3.24,23185.87079,45.9,,,"19.07131004","14.78699188",51.47063891,"47944237333",15.492,11,4,8.597203861,52.07658885,"7.357999802",14.61955333,9047.685513,"87.94544668","100",16.72352572,0.000295564,0.03,66.98790718,"2.4",0.001,2149690,,,"7.13055653","19.4592223","73.4102211","2.913",7.81,1316.3,,,"8.2",39.9,"76.239","17","35.9","83.7","0.1","88.311","108.383","6","7",35950396,,,3.7,"87",90,,5.18,20,100,7.81,41.6,0.576390505,0.875,"112.5858231",62.6,"0.19",80,6,0.31,3.93484879,50,0.5,40,50.7,35.8,6.594475881,20.52092659,0.0659,55.5,1,-0.58,0.3,0.23,73,-0.16892663,2.2270386,0.232384057,High,-3.7037246,-8.117335,0.002420164,Low,-0.5309879,-3.5020113,0.472008541,High,0.93383753,0.87433016,0.643987046,High,-0.27107042,-3.7551973,0.446340571,High,-3.5494444,1.2202806,0.359428076,High
Senegal,SEN,Africa,59.275,6.06,"42.8769989",27625388352,6.06,1636.893209,40.3,27041843267,888533.5703,"18.31226921","2.449290575",53.93951321,,51.4,4,53,16.37811216,60.00472995,"3.72300005",0.663717595,232.7078258,"40.6958259","100",85.79492654,10.41719343,37.2,1612.421294,"25.8",0.143,196710,391.8597107,1200,"43.75460785","11.33505195","44.91034078","5.584",5.5,59.1,"0.15","0.1","113",1.8,"68.006","315","23.5","160.7","23.9","139.93","218.124","28.9","38.1",16876720,"0.3",11.2,7.5,"70",89,500,24.64,43,70.36894226,5.5,51.2,0.420110792,0.511,"46.56072998",38.4,"0.76",66.875,39,0.06,1.03445733,40,0.1,30.2,47.8,49.8,1.757913787,6.781121305,0.0176,60,29,-0.17,-0.3,-0.364,49,-4.1031446,0.3029644,0.137814953,Low,-4.318889,-4.396048,0.026375732,Low,0.047010694,2.6346653,0.457892259,High,-4.654328,-4.4268503,0.39804927,Low,0.67379224,-0.5015841,0.384075257,High,3.7811062,-2.291146,0.280841494,Low
Serbia,SRB,Europe,75.65345,7.39,"47.80699921",63082047650,7.39,9230.178316,38.7,60647891346,882040.4153,"8.604599953","5.913614785",94.10125735,"-5940509944",43.349,5,33,23.59818704,104.7190149,"11.80700016",6.616046939,4271.744667,"24.72635819","100",80.41329568,26.90517356,21.53,1210.4702,"8.407",0.311,84990,,200,"2.709732238","2.374386629","94.91588419","16.9",3.58,641,"0.05","0.02","15",50.3,"74.22926829","12","7.5","62.5","0.7","62.184","137.869","4.9","5.6",6834326,"0.1",3.8,3.3,"42",80,100,2.89,39,100,3.62,53.2,0.676606357,0.802,"92.24117279",54.9,"8.75",93.75,41,-0.44,5.06028032,50,0,44.5,37.9,50.4,2.086500535,4.383294044,0.0209,65.2,21,-0.13,0.1,-0.092,71,0.59249127,-0.9172623,0.174103579,High,-0.06856209,-3.1562262,0.020329424,Low,-7.3949413,-2.0902948,0.465028163,High,-1.5799533,4.0436563,0.601489881,High,2.8804812,0.3713539,0.447900055,High,-2.977956,-2.2095952,0.34177022,High
Sierra Leone,SLE,Africa,47.45831,3.05,"53.01900101",4042237864,3.05,480.0392113,34,3995815732,5207457.128,"35.00582886","6.691503675",61.84692945,"-572987997.9",56.628,5,34,,51.55793775,"5.333000183",0.11184531,,"21.62594668","100",116.4680636,60.97560976,75.44,19883.61128,"160",0.914,72300,22.66245797,2100,"56.67575956","9.249842186","34.07439816","9.296",8.81,46.2,"0.54","0.5","289",11.1,"59.763","1120","33","324.1","81.3","228.946","270.279","80.1","107.8",8420641,"1.4",31.5,27.4,"72",89,1100,,12,26.20088577,8.81,29,0.362702101,0.477,,32.9,"5.7",72.5,37,-0.43,1.22532105,20,-1.1,18.4,32.4,41.9,0.609065851,2.598772538,0.0061,52,28,-0.16,-1,-0.818652034,39,-3.495289,3.1466773,0.11140616,Low,2.8283563,3.0448577,0.044935324,Low,1.0223117,6.077437,0.063764469,Low,-2.609116,-6.709533,0.251860671,Low,-0.9576292,-1.1028371,0.242480492,Low,6.745807,0.003583738,0.142889423,Low
Singapore,SGP,Asia,86.1981,7.61,"66.05799866",3.97E+11,7.61,72794.00302,45.9,3.49E+11,86014.96709,"19.47426033","4.032514223",217.5343822,"1.04E+11",0,2,5,13.00991354,331.7279339,"3.624000072",8.307079491,8844.687593,"19.0782565","100",7491.162088,1.820886641,0.84,105.1972896,"0.6",0.035,728,,100,"20.70522046","4.273530502","75.02124811","5.2",2.51,2632.7,"0.01","0.01","48",16.6,"83.74390244","8","2.1","25.9","0.1","34.295","58.622","1.8","2.2",5453566,"0.2",0.7,,"87",79,100,0.1,30,100,2.51,45.5,0.879125714,0.939,"103.1995926",81.8,"2.03",82.5,28,2.17,2.04900908,80,2.3,17.7,92.8,58.3,2.978231311,15.33281463,0.0298,84.4,19,1.49,2.2,1.858,86,4.6288576,-2.4940617,0.210216835,High,-0.62349254,-7.211485,0.000591261,Low,-4.5403643,-5.811735,0.582639333,High,2.4801407,4.5393667,0.645275633,High,6.8743157,-3.3226764,0.588851655,High,-4.4020085,-5.2928677,0.405514944,High
Slovakia,SVK,Europe,75.58542,3.02,"56.30500031",1.17E+11,3.02,21391.92533,23.7,1.15E+11,17861.79918,"10.55175018","2.383313617",177.6891367,"1241076119",46.18,8,8,18.52057842,168.5135185,"6.739999771",5.698416255,5137.073835,"17.56291134","100",111.1002855,22.67948333,17.64,2310.168758,"12.6",0.25,49030,-35.92622945,100,"5.104775248","6.286717802","88.60850864","10.8",3.97,1342.1,"0.03","0.02","2.8",1.8,"76.86585366","5","6.1","33.5","0.1",,,"4.7","5.8",5447247,"0.1",1.6,3.8,"87",86,100,3.29,23,100,,46.6,0.664987326,0.848,"90.59732056",67.4,"11.14",85,53,0.24,5.48452091,70,0.5,43.1,53.7,71.9,1.705815802,3.437320653,0.0171,69.7,37,0.56,0.9,0.706,77,3.1667945,-2.6594088,0.16394919,High,-0.5764501,-3.7900023,0.01968152,Low,-5.8677883,-4.4255214,0.540244277,High,0.22980858,5.018671,0.563173846,High,6.096497,-0.80347025,0.529794466,High,-4.26223,-3.2123623,0.36336866,High
